x,y,x-1000,y-1000
-0.107759905,0.029778809,-107.7599048,29.77880948
-0.080642875,-0.025589791,-80.64287548,-25.58979103
-0.030408043,-0.024584736,-30.40804342,-24.58473574
0.029538632,-0.09513315,29.53863197,-95.13314956
0.046094465,-0.006649795,46.0944654,-6.649795228
0.115283214,-0.041784683,115.2832141,-41.78468311
0.012176393,0.038611613,12.17639292,38.61161304
-0.106071473,0.040005243,-106.0714726,40.00524292
-0.029534041,0.075784667,-29.53404145,75.78466718
-0.128916156,-0.025655647,-128.9161563,-25.65564666
-0.075092273,0.063149578,-75.09227339,63.14957787
0.051889906,-0.030741535,51.88990568,-30.74153516
-0.079275847,0.076187574,-79.27584695,76.18757419
-0.00445606,-0.056858379,-4.456059696,-56.85837908
0.159601288,-0.061249195,159.6012876,-61.24919474
0.077133813,0.033987052,77.13381289,33.98705161
-0.04585497,-0.041182586,-45.85497,-41.1825858
-0.113691752,0.007812422,-113.6917525,7.812421546
0.046977147,0.079313715,46.97714739,79.31371513
-0.063561554,0.000601016,-63.5615543,0.601015843
-0.015423373,-0.07864498,-15.4233728,-78.6449795
0.024940635,-0.03376249,24.94063523,-33.7624896
-0.085472823,-0.0094997,-85.47282325,-9.499700307
0.05839664,0.034421785,58.39664037,34.42178492
0.240598529,-0.038655518,240.5985288,-38.65551797
0.035684194,-0.031238186,35.68419367,-31.23818567
0.104377255,-0.019361306,104.3772552,-19.36130592
0.044544143,-0.020127574,44.54414312,-20.12757392
0.099367011,-0.041673892,99.36701074,-41.67389238
0.047942383,0.029755841,47.94238327,29.75584131
-0.121238937,-0.047366977,-121.2389374,-47.36697663
0.016242111,-0.036669518,16.24211116,-36.66951844
-0.069187699,-0.047655052,-69.18769852,-47.65505173
0.048603229,-0.058023797,48.60322948,-58.02379671
0.03995694,-0.066134068,39.95693974,-66.13406776
0.023926885,-0.028850022,23.9268853,-28.85002215
0.002559339,-0.006840409,2.559339306,-6.840409214
-0.137573909,-0.029619042,-137.5739087,-29.61904245
0.064478257,-0.005399599,64.4782569,-5.399599443
0.009043658,-0.04286879,9.043657714,-42.8687897
0.095659749,-0.048823619,95.65974926,-48.82361868
0.01878972,-0.042523,18.7897203,-42.52299968
-0.131184669,-0.065019359,-131.184669,-65.01935918
0.053885963,-0.019025261,53.88596331,-19.0252607
-0.022483539,0.011826919,-22.48353901,11.82691927
-0.041526966,-0.01470716,-41.52696635,-14.70715951
0.065136731,0.071717367,65.13673074,71.71736663
